2019/07/21 02:50:31.354,10958.5,10958.0,11066.5,11059.5,10935.7,10908.4,11109.9,11109.6,10969.4,10964.5,11118.0,11103.4,1180330.0,1179536.0,10964.0,10899.0
2019/07/21 02:50:31.357,10958.5,10958.0,11066.5,11059.5,10935.7,10908.4,11109.9,11109.6,10969.4,10964.5,11118.0,11103.4,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:31.506,10960.0,10958.0,11066.5,11059.5,10935.7,10908.4,11109.9,11109.6,10969.4,10964.5,11118.0,11103.4,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:31.556,10960.0,10958.0,11066.5,11059.5,10935.7,10908.4,11112.9,11108.8,10969.4,10964.5,11118.0,11103.4,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:31.741,10960.0,10958.0,11066.5,11059.5,10933.2,10906.9,11112.9,11108.8,10969.4,10964.5,11118.0,11103.4,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:31.805,10960.0,10958.0,11066.5,11059.5,10933.2,10906.9,11112.9,11108.8,10969.4,10964.5,11119.4,11103.4,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:31.938,10960.4,10958.0,11066.5,11059.5,10933.2,10906.9,11112.9,11108.8,10969.4,10964.5,11119.4,11103.4,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:31.973,10960.4,10958.0,11066.5,11059.5,10933.2,10906.9,11112.7,11109.2,10969.4,10964.5,11119.4,11103.4,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:31.979,10960.5,10958.0,11066.5,11059.5,10933.2,10906.9,11112.7,11109.2,10969.4,10964.5,11119.4,11103.4,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:32.026,10960.5,10958.0,11066.5,11059.5,10933.2,10906.9,11112.7,11109.2,10969.4,10964.5,11118.6,11104.1,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:32.082,10960.5,10959.8,11066.5,11059.5,10933.2,10906.9,11112.7,11109.2,10969.4,10964.5,11118.6,11104.1,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:32.083,10960.5,10960.0,11066.5,11059.5,10933.2,10906.9,11112.7,11109.2,10969.4,10964.5,11118.6,11104.1,1180329.0,1179539.0,10964.0,10899.0
2019/07/21 02:50:32.243,10960.5,10960.0,11066.5,11059.5,10933.2,10906.9,11112.7,11109.2,10969.4,10964.5,11119.5,11104.7,1180330.0,1179540.0,10964.0,10899.0
2019/07/21 02:50:32.356,10961.5,10960.0,11066.5,11059.5,10933.2,10906.9,11112.7,11109.2,10969.4,10964.5,11119.5,11104.7,1180330.0,1179540.0,10964.0,10899.0
2019/07/21 02:50:32.379,10961.5,10960.0,11066.5,11059.5,10933.2,10906.9,11111.4,11107.2,10969.4,10964.5,11119.5,11104.7,1180330.0,1179540.0,10964.0,10899.0
2019/07/21 02:50:32.419,10961.4,10960.0,11066.5,11059.5,10933.2,10906.9,11111.4,11107.2,10969.4,10964.5,11119.5,11104.7,1180330.0,1179540.0,10964.0,10899.0
2019/07/21 02:50:32.462,10961.4,10960.0,11066.5,11059.5,10933.2,10906.9,11111.4,11107.2,10969.4,10964.5,11119.4,11104.0,1180330.0,1179540.0,10964.0,10899.0
